,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
272,601888.SH,20201113,195.2,195.2,186.88,192.5,196.15,-3.65,-1.8608,126216.26,2412886.369
273,601888.SH,20201112,185.5,196.8,183.54,196.15,184.6,11.55,6.2568,215348.49,4117884.796
274,601888.SH,20201111,188,189.79,183.75,184.6,185.27,-0.67,-0.3616,133428.6,2490642.532
275,601888.SH,20201110,189.53,193.52,183.5,185.27,199.5,-14.23,-7.1328,306633.79,5705313.086
276,601888.SH,20201109,197.2,199.6,193.64,199.5,196.32,3.18,1.6198,106987.14,2111615.999
277,601888.SH,20201106,200,201.5,192.83,196.32,200.1,-3.78,-1.8891,119429.86,2338144.778
278,601888.SH,20201105,205,206.83,198.51,200.1,202.43,-2.33,-1.151,125422.1,2521465.398
279,601888.SH,20201104,197.42,203.8,197.42,202.43,197.76,4.67,2.3614,104411.75,2096993.69
280,601888.SH,20201103,196.34,199.77,193.03,197.76,194.4,3.36,1.7284,107505.44,2122463.286
281,601888.SH,20201102,198.22,204.18,192.22,194.4,199.4,-5,-2.5075,149614.67,2928894.558
282,601888.SH,20201030,203.03,205,198.61,199.4,200.43,-1.03,-0.5139,103128.99,2087217.528
283,601888.SH,20201029,196,203.5,194.6,200.43,198.41,2.02,1.0181,126288.02,2528883.551
284,601888.SH,20201028,190,201,188.11,198.41,184.81,13.6,7.3589,180517.26,3524103.657
285,601888.SH,20201027,182.61,186.37,179.6,184.81,185.68,-0.87,-0.4685,118149.12,2167257.935
286,601888.SH,20201026,192.65,192.65,181.88,185.68,193.06,-7.38,-3.8226,107553.71,1994843.53
287,601888.SH,20201023,196.88,199.23,193,193.06,195.99,-2.93,-1.495,67457.82,1319756.863
288,601888.SH,20201022,194,196.78,186.8,195.99,195.6,0.39,0.1994,126108.37,2430034.013
289,601888.SH,20201021,205,205,194.02,195.6,200.02,-4.42,-2.2098,132667.31,2609191.352
290,601888.SH,20201020,200.1,203.05,198.47,200.02,200.1,-0.08,-0.04,71136.7,1431084.744
291,601888.SH,20201019,201.01,205.01,198.8,200.1,203.43,-3.33,-1.6369,99527.92,1997467.038
292,601888.SH,20201016,203.11,205.44,201.64,203.43,202.83,0.6,0.2958,69305.94,1411966.323
293,601888.SH,20201015,207,209.48,202,202.83,209.2,-6.37,-3.0449,140873.53,2867273.59
294,601888.SH,20201014,211.92,214,206.5,209.2,214.1,-4.9,-2.2887,137897.31,2887420.087
295,601888.SH,20201013,219,219.5,208.8,214.1,212,2.1,0.9906,140028.87,2982560.475
296,601888.SH,20201012,204.16,212.9,201,212,204.1,7.9,3.8707,177850.47,3695843.758
297,601888.SH,20201009,223,223,200.65,204.1,222.94,-18.84,-8.4507,325847.69,6645559.394
298,601888.SH,20200930,227,228.9,221.33,222.94,224.3,-1.36,-0.6063,88134.47,1980609.207
299,601888.SH,20200929,224,226.94,220,224.3,224.9,-0.6,-0.2668,93855.51,2098176.738
300,601888.SH,20200928,221,230.54,218.48,224.9,219.2,5.7,2.6004,157859.56,3573426.764
301,601888.SH,20200925,215.99,222.8,215.23,219.2,213.1,6.1,2.8625,110135.97,2412014.302
302,601888.SH,20200924,218.21,218.98,210.66,213.1,217.5,-4.4,-2.023,82875.92,1774859.971
303,601888.SH,20200923,207.05,219.33,205.28,217.5,206.71,10.79,5.2199,115840.58,2477849.594
304,601888.SH,20200922,210,211.18,203.58,206.71,209.01,-2.3,-1.1004,97385.32,2026799.383
305,601888.SH,20200921,217,219.9,208,209.01,216,-6.99,-3.2361,118043.92,2519154.289
306,601888.SH,20200918,212,216,209.9,216,212.13,3.87,1.8244,101196.71,2158433.828
307,601888.SH,20200917,219.8,219.8,208.58,212.13,217.26,-5.13,-2.3612,94407.49,2005546.456
308,601888.SH,20200916,223.22,224.36,214.51,217.26,222.58,-5.32,-2.3902,99619.56,2172382.776
309,601888.SH,20200915,214.31,224.78,212.13,222.58,214.3,8.28,3.8637,116346.49,2554501.136
310,601888.SH,20200914,208,217.5,207.54,214.3,207.21,7.09,3.4216,120299.55,2563845.317
311,601888.SH,20200911,204,208.8,203,207.21,205.6,1.61,0.7831,92989.56,1917802.031
312,601888.SH,20200910,200.99,208,200.45,205.6,197.18,8.42,4.2702,138661.47,2846403.296
313,601888.SH,20200909,200.3,203.1,195.8,197.18,204.2,-7.02,-3.4378,117433.45,2335200.579
314,601888.SH,20200908,211.28,212.75,201,204.2,209.28,-5.08,-2.4274,121581.33,2491327.274
315,601888.SH,20200907,217,221.5,207.02,209.28,219.8,-10.52,-4.7862,157603,3356102.991
316,601888.SH,20200904,219,221.1,210,219.8,224.3,-4.5,-2.0062,122713.77,2661042.505
317,601888.SH,20200903,221.5,229.6,221.5,224.3,223,1.3,0.583,114930.62,2597512.347
318,601888.SH,20200902,221.74,226.97,218.88,223,216.8,6.2,2.8598,150429.61,3367046.128
319,601888.SH,20200901,207,218.83,206.1,216.8,208,8.8,4.2308,143951.27,3098797.022
320,601888.SH,20200831,221,221,208,208,220.3,-12.3,-5.5833,210476.06,4458311.565
321,601888.SH,20200828,204.39,223,204.01,220.3,203.99,16.31,7.9955,192954.29,4165551.812
322,601888.SH,20200827,201.5,206.62,200.02,203.99,203.53,0.46,0.226,72924.97,1484456.568
323,601888.SH,20200826,208.2,212.8,202.2,203.53,210.31,-6.78,-3.2238,102372.88,2111143.794
324,601888.SH,20200825,207.79,216.8,203.59,210.31,203.52,6.79,3.3363,173897.85,3678078.746
325,601888.SH,20200824,201,205.58,196.8,203.52,199.38,4.14,2.0764,120361.4,2432392.31
326,601888.SH,20200821,196,206.6,194.66,199.38,194,5.38,2.7732,152848.54,3065809.531
327,601888.SH,20200820,191,204.96,191,194,200,-6,-3,211703.31,4131679.656
328,601888.SH,20200819,211,211,198.5,200,210.95,-10.95,-5.1908,161804.19,3265582.862
329,601888.SH,20200818,208.82,215.5,207.2,210.95,207.2,3.75,1.8098,134381.49,2833127
330,601888.SH,20200817,207.7,211.9,204.06,207.2,207.25,-0.05,-0.0241,124958.39,2589702.956
331,601888.SH,20200814,202,208.96,201.14,207.25,204.49,2.76,1.3497,113504.82,2334799.567
332,601888.SH,20200813,207,210.6,200.01,204.49,206.65,-2.16,-1.0452,139724.72,2851195.762
333,601888.SH,20200812,214.5,217.97,203.6,206.65,214.28,-7.63,-3.5608,203701.27,4217509.177
334,601888.SH,20200811,211.95,223.44,211.95,214.28,213.7,0.58,0.2714,139653.47,3051845.05
335,601888.SH,20200810,214.1,219.59,209.7,213.7,220.88,-7.18,-3.2506,161619.24,3455937.533
336,601888.SH,20200807,220,228.85,215,220.88,218.26,2.62,1.2004,178329.3,3967825.867
337,601888.SH,20200806,224,224.85,214.11,218.26,223.85,-5.59,-2.4972,183251.24,3998244.435
338,601888.SH,20200805,220,228,218.2,223.85,223.55,0.3,0.1342,138350,3091291.054
339,601888.SH,20200804,234,234,220.12,223.55,238.5,-14.95,-6.2683,250659.97,5649908.852
340,601888.SH,20200803,246.99,249,226,238.5,243,-4.5,-1.8519,262552.21,6159119.065
341,601888.SH,20200731,224,244.36,224,243,223.3,19.7,8.8222,235983.43,5551811.703
342,601888.SH,20200730,214.94,232.75,212,223.3,214,9.3,4.3458,227962.3,5099010.063
343,601888.SH,20200729,203.2,218.68,203,214,206.7,7.3,3.5317,190261.36,4064244.654
344,601888.SH,20200728,202,212.88,195,206.7,199.69,7.01,3.5104,229097.25,4660667.704
345,601888.SH,20200727,200,209.99,195.95,199.69,204.54,-4.85,-2.3712,246236.19,4975795.436
346,601888.SH,20200724,226,228.5,204.54,204.54,227.27,-22.73,-10.0013,413670.2,8694186.564
347,601888.SH,20200723,204,227.27,201.16,227.27,206.61,20.66,9.9995,341293.51,7430557.789
348,601888.SH,20200722,199.97,216.43,196.01,206.61,196.75,9.86,5.0114,328083.22,6834022.921
349,601888.SH,20200721,194,200.3,190,196.75,196,0.75,0.3827,174129.46,3410968.509
350,601888.SH,20200720,191.99,204.39,189.41,196,188.1,7.9,4.1999,281397.23,5521597.269
351,601888.SH,20200717,180,188.1,180,188.1,171,17.1,10,290002.03,5405770.232
352,601888.SH,20200716,190.01,191.8,171,171,189.81,-18.81,-9.9099,313731.97,5666417.039
353,601888.SH,20200715,190.1,195.68,186.51,190.53,190,0.53,0.2789,265084.7,5066537.046
354,601888.SH,20200714,188.84,196.97,188.81,190,194.67,-4.67,-2.3989,229319.36,4382942.07
355,601888.SH,20200713,206,208,187,194.67,203.49,-8.82,-4.3344,320541.75,6225333.122
356,601888.SH,20200710,191.4,212.94,187.52,203.49,193.79,9.7,5.0054,316847.65,6356391.281
357,601888.SH,20200709,191,196.86,187,193.79,195.86,-2.07,-1.0569,271546,5219135.837
358,601888.SH,20200708,185,199.4,182.08,195.86,192.4,3.46,1.7983,414107.75,7796627.396
359,601888.SH,20200707,214,218.88,187.02,192.4,201.03,-8.63,-4.2929,460523.31,9194448.462
