,ts_code,name,market,publisher,category,base_date,base_point,list_date
387,399957.SZ,300运输,SZSE,中证公司,二级行业指数,20041231,1000.0,20090616
388,399958.SZ,创业成长,SZSE,中证公司,主题指数,20091231,1000.0,20100324
389,399959.SZ,军工指数,SZSE,中证公司,主题指数,20110630,1000.0,20110830
390,399960.SZ,中证龙头,SZSE,中证公司,主题指数,20041231,1000.0,20100209
391,399961.SZ,中证上游,SZSE,中证公司,主题指数,20041231,1000.0,20100416
392,399962.SZ,中证中游,SZSE,中证公司,主题指数,20041231,1000.0,20100416
393,399963.SZ,中证下游,SZSE,中证公司,主题指数,20041231,1000.0,20100416
394,399964.SZ,中证新兴,SZSE,中证公司,主题指数,20041231,1000.0,20100430
395,399965.SZ,中证800地产,SZSE,中证公司,二级行业指数,20041231,1000.0,20140404
396,399966.SZ,中证800证保,SZSE,中证公司,主题指数,20041231,1000.0,20140404
397,399967.SZ,中证军工,SZSE,中证公司,主题指数,20041231,1000.0,20131226
398,399968.SZ,300周期,SZSE,中证公司,主题指数,20041231,1000.0,20100528
399,399969.SZ,300非周,SZSE,中证公司,主题指数,20041231,1000.0,20100528
400,399970.SZ,中证移动互联,SZSE,中证公司,主题指数,20120630,1000.0,20140505
401,399971.SZ,中证传媒,SZSE,中证公司,主题指数,20101231,1000.0,20140415
402,399972.SZ,300深市,SZSE,中证公司,主题指数,20041231,1000.0,20120621
403,399973.SZ,中证国防,SZSE,中证公司,主题指数,20110630,1000.0,20140415
404,399974.SZ,国企改革,SZSE,中证公司,主题指数,20140331,1000.0,20140807
405,399975.SZ,证券公司,SZSE,中证公司,四级行业指数,20070629,1000.0,20130715
406,399976.SZ,CS新能车,SZSE,中证公司,主题指数,20111231,1000.0,20141128
407,399977.SZ,内地低碳,SZSE,中证公司,主题指数,20100630,1000.0,20110121
408,399978.SZ,医药100,SZSE,中证公司,主题指数,20041231,1000.0,20110318
409,399979.SZ,大宗商品,SZSE,中证公司,主题指数,20041231,1000.0,20110822
410,399980.SZ,中证超大,SZSE,中证公司,规模指数,20041231,1000.0,20110510
411,399981.SZ,300分层,SZSE,中证公司,策略指数,20041231,1000.0,20110613
412,399982.SZ,500等权,SZSE,中证公司,策略指数,20041231,1000.0,20110613
413,399983.SZ,地产等权,SZSE,中证公司,策略指数,20041231,1000.0,20131122
414,399984.SZ,300等权,SZSE,中证公司,策略指数,20041231,1000.0,20110802
415,399985.SZ,中证全指,SZSE,中证公司,规模指数,20041231,1000.0,20110802
416,399986.SZ,中证银行,SZSE,中证公司,二级行业指数,20041231,1000.0,20130715
417,399987.SZ,中证酒,SZSE,中证公司,主题指数,20081231,1000.0,20141210
418,399989.SZ,中证医疗,SZSE,中证公司,主题指数,20041231,1000.0,20141031
419,399990.SZ,煤炭等权,SZSE,中证公司,主题指数,20081231,1000.0,20150121
420,399991.SZ,一带一路,SZSE,中证公司,主题指数,20121231,1000.0,20150216
421,399992.SZ,CSWD并购,SZSE,中证公司,主题指数,20111230,1000.0,20150508
422,399993.SZ,CSWD生科,SZSE,中证公司,主题指数,20091231,1000.0,20150508
423,399994.SZ,信息安全,SZSE,中证公司,主题指数,20101231,1000.0,20150312
424,399995.SZ,基建工程,SZSE,中证公司,一级行业指数,20041231,1000.0,20150312
425,399996.SZ,中证智能家居,SZSE,中证公司,主题指数,20120629,1000.0,20140917
426,399997.SZ,中证白酒,SZSE,中证公司,主题指数,20081231,1000.0,20150121
427,399998.SZ,中证煤炭,SZSE,中证公司,三级行业指数,20081231,1000.0,20150213
428,980001.SZ,湾创100,SZSE,深交所,主题指数,20170630,1000.0,20190409
429,980017.SZ,国证芯片,SZSE,深交所,二级行业指数,20021231,1000.0,20150217
430,980023.SZ,南山50,SZSE,深交所,主题指数,20121231,1000.0,20191231
431,B10013.SZ,深证地债,SZSE,深交所,债券指数,20151231,100.0,20190228
432,B10014.SZ,一般地债,SZSE,深交所,债券指数,20151231,100.0,20190228
433,B10015.SZ,专项地债,SZSE,深交所,债券指数,20151231,100.0,20190228
434,B10016.SZ,深证地债1-3,SZSE,深交所,债券指数,20151231,100.0,20190228
435,B10017.SZ,深证地债3-5,SZSE,深交所,债券指数,20151231,100.0,20190228
436,B10018.SZ,深证地债5-10,SZSE,深交所,债券指数,20151231,100.0,20190228
437,B20013.SZ,深证地债(净价),SZSE,深交所,债券指数,20151231,100.0,20190228
438,B20014.SZ,一般地债(净价),SZSE,深交所,债券指数,20151231,100.0,20190228
439,B20015.SZ,专项地债(净价),SZSE,深交所,债券指数,20151231,100.0,20190228
440,B20016.SZ,深证地债1-3(净价),SZSE,深交所,债券指数,20151231,100.0,20190228
441,B20017.SZ,深证地债3-5(净价),SZSE,深交所,债券指数,20151231,100.0,20190228
442,B20018.SZ,深证地债5-10(净价),SZSE,深交所,债券指数,20151231,100.0,20190228
443,B30013.SZ,深证地债(全价),SZSE,深交所,债券指数,20151231,100.0,20190228
444,B30014.SZ,一般地债(全价),SZSE,深交所,债券指数,20151231,100.0,20190228
445,B30015.SZ,专项地债(全价),SZSE,深交所,债券指数,20151231,100.0,20190228
446,B30016.SZ,深证地债1-3(全价),SZSE,深交所,债券指数,20151231,100.0,20190228
447,B30017.SZ,深证地债3-5(全价),SZSE,深交所,债券指数,20151231,100.0,20190228
448,B30018.SZ,深证地债5-10(全价),SZSE,深交所,债券指数,20151231,100.0,20190228
449,h20349.SZ,国企改革全收益,SZSE,中证公司,策略指数,20140331,1000.0,20140807
450,s00701.SZ,深证F60R,SZSE,深交所,策略指数,20021231,1000.0,20100510
451,s00702.SZ,深证F120R,SZSE,深交所,策略指数,20021231,1000.0,20100510
452,s00703.SZ,深证F200R,SZSE,深交所,策略指数,20021231,1000.0,20100510
453,s00704.SZ,深证上游R,SZSE,深交所,主题指数,20021231,1000.0,20111018
454,s00705.SZ,深证中游R,SZSE,深交所,主题指数,20021231,1000.0,20111018
455,s00706.SZ,深证下游R,SZSE,深交所,主题指数,20021231,1000.0,20111018
456,s00802.SZ,500深市全收益,SZSE,中证公司,主题指数,20041231,1000.0,20120905
457,s00959.SZ,军工指数全收益,SZSE,中证公司,主题指数,20110630,1000.0,20110830
458,T99901.SZ,小康指数(旧),SZSE,中证公司,主题指数,20051230,1000.0,20060109
